id,title,url,isPaid,price,numSubscribers,numReviews,numPublishedLectures,instructionalLevel,contentInfo,publishedTime,,,Is Paid,Total,Column1
855188,Photoshop Essentials: Designing FaceBook Graphics,https://www.udemy.com/photoshop-for-beginners-facebook-cover/,TRUE,20,616,3,19,Beginner Level,1.5 hours,2016-05-23T06:13:16Z,,,,,
855764,Advance Learning Tools Corel Draw Graphics Design,https://www.udemy.com/advance-learning-tools-corel-draw-graphics-design/,TRUE,40,797,13,70,Beginner Level,14 hours,2016-05-31T21:27:22Z,,,,,
699376,Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides-2/,TRUE,20,549,10,8,Beginner Level,1 hour,2016-04-12T01:24:14Z,,,,,
192726,Logo Design for Entrepreneurs ,https://www.udemy.com/introduction-to-logo-design/,TRUE,20,274,10,49,Beginner Level,3.5 hours,2014-04-04T16:21:31Z,,,,,
358998,Sketch 3: Design a mobile application from scratch,https://www.udemy.com/mobile-app-design/,TRUE,45,709,14,31,All Levels,2.5 hours,2014-12-08T10:43:52Z,,,,,
525446,Draw a Kitten,https://www.udemy.com/draw-a-kitten/,FALSE,Free,3812,68,11,All Levels,1.5 hours,2015-06-12T18:37:40Z,,,,,
638040,Adobe Photoshop Essentials: Master Adobe Photoshop CS6,https://www.udemy.com/adobe-photoshop-cs6-essentials-how-to-use-photoshop/,TRUE,100,1373,5,63,Beginner Level,2.5 hours,2015-11-18T17:47:26Z,,,,,
502588,Learn GIMP,https://www.udemy.com/learn-gimp/,TRUE,20,441,53,34,All Levels,6.5 hours,2015-05-18T21:16:23Z,,,,,
1177670,Texturing For Designers - Bring Life to Design With Textures,https://www.udemy.com/texturing-for-designers-bring-life-to-design-with-textures/,TRUE,60,201,0,12,All Levels,1 hour,2017-04-18T00:47:52Z,,,,,
753774,Learn Advanced Photoshop Selections,https://www.udemy.com/learn-advanced-photoshop-selections/,TRUE,25,661,4,10,All Levels,1.5 hours,2016-02-07T22:55:27Z,,,,,
530436,InDesign: Diseño de proyectos paso a paso,https://www.udemy.com/indesign-diseno-de-proyectos-paso-a-paso/,TRUE,150,300,40,77,Intermediate Level,4.5 hours,2015-09-04T15:37:36Z,,,,,
690918,Domina el Diseño Gráfico para Web con Photoshop CC,https://www.udemy.com/domina-el-diseno-grafico-para-web-con-photoshop-cc/,TRUE,70,211,34,66,All Levels,6.5 hours,2015-12-30T01:54:02Z,,,,,
927336,Graphicriver Autor – Verkaufe deine Designs online,https://www.udemy.com/graphicriver-autor-verkaufe-deine-designs-online/,TRUE,30,65,8,20,All Levels,1.5 hours,2016-09-27T14:20:14Z,,,,,
1022032,Adobe Illustrator CC,https://www.udemy.com/adobe-illustrator-cc-m/,TRUE,20,43,12,46,Intermediate Level,9.5 hours,2016-12-26T18:58:09Z,,,,,
1101806,캔바(Canva)로 SNS 콘텐츠 만들기,https://www.udemy.com/canvasns/,TRUE,30,44,13,19,Beginner Level,2 hours,2017-02-06T21:39:19Z,,,,,
1246168,"Illustrator para criação de peças gráficas, Design Gráfico",https://www.udemy.com/aula-de-illustrator-como-fazer-um-infografico/,TRUE,100,33,3,41,Beginner Level,1.5 hours,2017-06-13T04:15:20Z,,,,,
1242692,Photoshop Workflow - Manipulação de imagem para Publicidade,https://www.udemy.com/photoshop-workflow-profissional/,TRUE,135,20,8,53,Expert Level,12.5 hours,2017-06-28T03:28:04Z,,,,,
1185390,Como Produzir Ebook e Livros com Adobe Indesign CC e CS6,https://www.udemy.com/como-produzir-ebook-e-livros-com-adobe-indesign-cc/,TRUE,80,37,6,131,All Levels,12.5 hours,2017-04-19T06:48:47Z,,,,,
700942,Curso básico de Gimp; software gratis de diseño gráfico,https://www.udemy.com/curso-basico-gimp/,TRUE,60,190,25,36,Beginner Level,2 hours,2015-12-22T00:06:02Z,,,,,
804096,Curso Completo de SolidWorks 2016.,https://www.udemy.com/curso-de-chapa-metalica-solidworks-2016/,TRUE,30,129,27,43,All Levels,9 hours,2016-12-29T01:19:32Z,,,,,
733654,なぞるだけですぐできる! 簡単手描きイラスト講座,https://www.udemy.com/nazoru-illust/,TRUE,30,123,12,48,Beginner Level,3 hours,2016-02-16T17:10:15Z,,,,,
994312,Découvrez InDesign en 1 heure,https://www.udemy.com/decouvrez-indesign-en-1-heure/,TRUE,20,38,3,25,Beginner Level,1 hour,2016-11-21T19:52:01Z,,,,,
902300,Convert Image to Vector in Adobe illustrator,https://www.udemy.com/convert-image-to-vector-in-adobe-illustrator/,FALSE,Free,3251,158,13,Intermediate Level,31 mins,2016-07-13T16:57:42Z,,,,,
522426,Design & Create Vector Graphics With Inkscape 2016,https://www.udemy.com/design-create-vector-graphics-with-inkscape/,TRUE,200,2091,11,26,Beginner Level,2.5 hours,2015-06-08T18:46:45Z,,,,,
550360,GIMP for Beginners. Make Your Own Professional Book Covers,https://www.udemy.com/gimp-for-beginners/,TRUE,20,1002,29,44,Beginner Level,6.5 hours,2015-07-10T22:09:07Z,,,,,
314698,Learn Photoshop Quickly (For Bloggers & Web Images),https://www.udemy.com/pscourse/,TRUE,80,806,53,28,Beginner Level,2.5 hours,2014-10-08T22:31:26Z,,,,,
960898,Photoshop CC 2017 for Beginners: Master Photoshop Essentials,https://www.udemy.com/adobe-photoshop-cc-for-beginners/,TRUE,195,389,20,43,Beginner Level,3 hours,2016-11-05T19:25:03Z,,,,,
1245392,Voxel 3D Model Creation Course,https://www.udemy.com/voxel-3d-model-creation-course/,FALSE,Free,1031,9,8,All Levels,39 mins,2017-06-08T22:46:39Z,,,,,
661628,Logo Design: Mastering the Wordmark,https://www.udemy.com/wordmark/,TRUE,20,500,29,17,All Levels,2 hours,2015-11-09T19:30:18Z,,,,,
1199928,The Complete Canva Course,https://www.udemy.com/the-complete-canva-course-for-beginners/,TRUE,200,68,11,48,All Levels,4.5 hours,2017-05-10T17:12:51Z,,,,,
923902,Learn Photoshop for Design: 100% Practical Projects,https://www.udemy.com/photoshop-for-design-learn-banner-design-in-photoshop/,TRUE,20,651,5,12,All Levels,40 mins,2016-08-08T17:51:02Z,,,,,
720300,Logo Design Theory & Application Bootcamp,https://www.udemy.com/logo-design-theory-application-bootcamp/,TRUE,50,341,57,35,All Levels,7 hours,2016-01-10T16:16:39Z,,,,,
79120,LaTeX for Professional Publications,https://www.udemy.com/learn-latex/,TRUE,25,867,203,22,Beginner Level,3 hours,2013-09-24T18:21:26Z,,,,,
1106490,The Design Theory Blitz,https://www.udemy.com/graphic-design-theory-blitz/,TRUE,35,142,35,9,Beginner Level,42 mins,2017-04-05T22:44:22Z,,,,,
424770,Book Design With MS Word And Canva ,https://www.udemy.com/boost-your-sales-with-diy-design-for-non-techy-entrepreneurs/,TRUE,95,1825,24,33,All Levels,2.5 hours,2015-03-05T22:37:01Z,,,,,
22445,Learn to Design a Letterhead - A Beginners Course,https://www.udemy.com/learn-to-design-a-letterhead/,FALSE,Free,24687,423,13,All Levels,44 mins,2012-10-10T23:34:55Z,,,,,
581352,Creating Icons with Adobe Illustrator,https://www.udemy.com/creating-icons-with-illustrator/,TRUE,30,2266,26,10,All Levels,1 hour,2015-08-13T18:54:20Z,,,,,
874656,Create Stunning Infographics to Share your Ideas,https://www.udemy.com/infographic/,FALSE,Free,5175,470,7,Beginner Level,30 mins,2016-08-14T22:04:11Z,,,,,
1156778,How to stylize your photos in Photoshop with color overlays,https://www.udemy.com/how-to-stylize-your-photos-in-photoshop-with-color-overlays/,FALSE,Free,3512,58,17,Beginner Level,1.5 hours,2017-03-30T16:26:36Z,,,,,
870936,Business Card and Letterhead Design in Adobe Illustrator,https://www.udemy.com/stationery/,TRUE,200,797,30,37,All Levels,2 hours,2016-08-10T17:31:33Z,,,,,
413713,A Complete Guide to Successful Freelance Logo Design Career,https://www.udemy.com/be-a-successful-logo-designer/,TRUE,145,2745,61,67,All Levels,8.5 hours,2015-02-19T03:39:50Z,,,,,
52457,The Logo Design Process From Start To Finish,https://www.udemy.com/the-logo-design-process-from-start-to-finish/,TRUE,95,2361,74,40,All Levels,5.5 hours,2013-09-24T03:52:32Z,,,,,
446936,Creative logo design with Inkscape for free,https://www.udemy.com/logo-design-with-inkscape-for-free/,TRUE,40,1530,49,25,All Levels,4 hours,2015-11-12T17:01:44Z,,,,,
77896,Typography Fundamentals - Feel confident with type!,https://www.udemy.com/typography-crash-course/,TRUE,20,1873,121,14,Beginner Level,1 hour,2013-10-20T07:39:55Z,,,,,
654038,How To Sell Your Art Online With ETSY,https://www.udemy.com/how-to-sell-your-art-online-on-etsy/,TRUE,100,1338,38,35,Beginner Level,3 hours,2015-11-11T01:26:13Z,,,,,
438420,Ultimate Guide on Freelancing Career in Photoshop Design,https://www.udemy.com/freelancing-career-in-photoshop-design/,TRUE,165,1479,49,82,All Levels,6.5 hours,2015-04-30T19:41:43Z,,,,,
1246636,Photoshop - Como criar Fusão de forma profissional,https://www.udemy.com/curso-de-photoshop-composicao-bombeiros/,TRUE,30,38,6,34,All Levels,4 hours,2017-06-12T13:19:09Z,,,,,
406424,"Photoshop, Illustrator, InDesign & Graphic Design Principles",https://www.udemy.com/photoshop-illustrator-indesign-graphic-design-principles/,TRUE,30,934,143,41,All Levels,12 hours,2015-02-02T14:24:21Z,,,,,
1243016,Photoshop - Tratamento de pele profissional,https://www.udemy.com/como-fazer-retoque-de-pele-profissional-em-10-passos/,TRUE,100,50,5,16,Intermediate Level,1.5 hours,2017-06-06T14:22:28Z,,,,,
1266468,Indesign - Para quem quer trabalhar com Design Gráfico,https://www.udemy.com/indesign-como-criar-layouts-pecas-graficas/,TRUE,100,27,7,12,Intermediate Level,2.5 hours,2017-06-27T02:48:29Z,,,,,
611804,Primeros Pasos con Photoshop CC,https://www.udemy.com/felinu-primeros-pasos-con-photoshop/,FALSE,Free,6429,654,31,Beginner Level,2.5 hours,2015-09-23T15:30:59Z,,,,,
276680,Cómo Diseñar Logos,https://www.udemy.com/como-disenar-logos/,TRUE,25,422,120,31,Beginner Level,3.5 hours,2015-03-05T19:16:43Z,,,,,
922092,Photoshop para principiantes: ¡De cero a experto!,https://www.udemy.com/adobe-photoshop-curso-practico/,TRUE,120,410,15,62,Beginner Level,7.5 hours,2016-08-22T19:07:23Z,,,,,
1274846,Photoshop Avançado - Pós Produção e fusão com 3D,https://www.udemy.com/photoshop-avancado-pos-producao-e-fusao-com-3d/,TRUE,135,15,0,6,Expert Level,1 hour,2017-07-03T01:15:29Z,,,,,
1093446,ABC do Adobe Illustrator,https://www.udemy.com/abc-do-adobe-illustrator/,TRUE,35,115,15,56,Beginner Level,5.5 hours,2017-02-06T14:36:41Z,,,,,
1000116,خطوتك الأولى لتعلم الفوتوشوبPhotoshop,https://www.udemy.com/photoshop-g/,TRUE,20,272,11,12,Beginner Level,2 hours,2016-12-22T15:20:50Z,,,,,
673142,master course - realistisch zeichnen lernen,https://www.udemy.com/realistisch-zeichnen-lernen-augen/,TRUE,20,280,46,33,All Levels,5 hours,2016-02-10T00:25:00Z,,,,,
701468,Photoshopマスターコース　基礎から上級まで　ステップバイステップでPhotoshopのすべてを学ぼう,https://www.udemy.com/photoshop-x/,TRUE,70,354,27,98,All Levels,13 hours,2016-01-04T18:29:16Z,,,,,
399938,Professional Logo Design in Adobe Illustrator,https://www.udemy.com/professional-logo-design-crash-course/,FALSE,Free,44044,1563,45,All Levels,7.5 hours,2015-01-22T11:18:06Z,,,,,
555952,Learn UI/UX and Mobile App Design in Photoshop from Scratch,https://www.udemy.com/learn-uiux-and-mobile-app-design-in-photoshop-from-scratch/,TRUE,145,1367,61,31,All Levels,3 hours,2015-08-06T20:22:52Z,,,,,
341952,Mastering Photoshop: From Beginner to Industry Professional,https://www.udemy.com/photoshop-tricks-tips-and-techniques/,TRUE,25,1754,52,79,Intermediate Level,12.5 hours,2014-11-25T17:47:46Z,,,,,
474076,Expert Retina / HiDPI Graphics in Photoshop & Illustrator,https://www.udemy.com/mastering-retina-graphics/,TRUE,195,2067,8,18,All Levels,1.5 hours,2015-04-26T19:50:34Z,,,,,
839536,Start Making Comics with Manga Studio 5 / Clip Studio Paint,https://www.udemy.com/start-making-comics/,FALSE,Free,5301,125,77,All Levels,6.5 hours,2016-06-21T02:49:47Z,,,,,
787340,Most Wanted Flat Design Techniques #1: Desert Island,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-desert-island/,FALSE,Free,4294,143,15,Intermediate Level,1 hour,2016-03-17T18:15:21Z,,,,,
559204,Photoshop Quickstart Guide to Digital Sketching,https://www.udemy.com/photoshop-quickstart-guide-to-digital-sketching/,TRUE,20,1679,24,15,Beginner Level,1 hour,2015-09-17T18:46:40Z,,,,,
1197810,Gestalt Principles & Pattern Design : Create Festive Pattern,https://www.udemy.com/gestalt-principles-surface-pattern-design-create-festive-pattern/,TRUE,50,327,0,14,All Levels,1 hour,2017-05-02T04:52:52Z,,,,,
971260,Logo Design - Design a Logo in Photoshop for beginners,https://www.udemy.com/logo-design-photoshop/,TRUE,30,740,20,12,Beginner Level,35 mins,2016-12-02T18:27:20Z,,,,,
960326,Advanced Features in Adobe Illustrator,https://www.udemy.com/advanced-features-in-adobe-illustrator/,TRUE,30,1348,6,14,Intermediate Level,1 hour,2016-10-12T17:13:16Z,,,,,
144222,"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",https://www.udemy.com/paint-a-mixed-media-girl/,TRUE,30,1249,44,19,Beginner Level,3 hours,2014-01-28T02:30:26Z,,,,,
447210,Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,https://www.udemy.com/photoshop-gimp-spotlight-top-image-hacks-you-need-to-know/,TRUE,135,1275,26,42,Beginner Level,3.5 hours,2015-05-27T19:07:13Z,,,,,
482208,Learn Photoshop CC Essentials,https://www.udemy.com/learn-photoshop-cc-essentials/,TRUE,75,3117,30,62,Beginner Level,4.5 hours,2015-05-06T00:47:09Z,,,,,
998580,Mobile App Design: From Beginner to Intermediate,https://www.udemy.com/mobile-app-design-from-beginner-to-intermediate/,TRUE,140,896,21,108,All Levels,10 hours,2017-02-20T17:42:07Z,,,,,
475214,Text based Logo Design for Business Using Adobe Photoshop,https://www.udemy.com/text-based-logo-design-using-adobe-photoshop/,TRUE,20,4208,25,19,All Levels,1 hour,2015-08-03T22:10:33Z,,,,,
77532,Graphic Design for Entrepreneurs...Who Can't Draw,https://www.udemy.com/graphic-design-for-entrepreneurs/,TRUE,20,3903,51,13,Beginner Level,1.5 hours,2013-08-17T02:34:46Z,,,,,
846214,BUSINESS CARD DESIGN IN POWERPOINT,https://www.udemy.com/design-flat-business-cards-in-powerpoint/,TRUE,95,1710,13,16,Beginner Level,1 hour,2016-05-15T18:57:39Z,,,,,
951912,Adobe - How to create a professional Video Title/ Web Banner,https://www.udemy.com/adobe-how-to-create-a-professional-video-title-or-web-banner/,TRUE,20,1606,8,9,All Levels,44 mins,2016-09-07T20:28:12Z,,,,,
1132572,How to Design an Awesome Letterhead in Adobe Illustrator,https://www.udemy.com/letterheaddesign/,FALSE,Free,4776,115,18,All Levels,34 mins,2017-03-03T03:20:22Z,,,,,
660876,Graphic Design - An Overview of the Field,https://www.udemy.com/graphic-design-secrets/,FALSE,Free,23229,2215,12,Beginner Level,1 hour,2015-11-09T19:10:57Z,,,,,
837798,✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,https://www.udemy.com/illustratorsupercourse/,TRUE,25,1456,62,77,All Levels,6.5 hours,2016-07-06T21:08:43Z,,,,,
834226,FLAT ICON DESIGN IN POWERPOINT,https://www.udemy.com/flat-icon-design-powerpoint/,TRUE,95,1534,24,23,Beginner Level,1.5 hours,2016-05-03T00:54:17Z,,,,,
750934,Logo Design By Example : Design 5 Famous Logos,https://www.udemy.com/logo-design-inkscape/,TRUE,50,2199,28,16,Beginner Level,1 hour,2016-02-03T20:23:32Z,,,,,
770622,Bring your sketch to life - learn digital illustration,https://www.udemy.com/digital-illustration-with-illustrator-and-photoshop/,TRUE,70,1202,68,36,Beginner Level,3.5 hours,2016-04-29T00:39:55Z,,,,,
1029436,Learn Cinema 4D: Create an Abstract Background,https://www.udemy.com/create-an-abstract-background/,TRUE,20,2004,4,9,Beginner Level,34 mins,2017-02-22T23:08:38Z,,,,,
1165588,The Art of Icon Design: Create Custom Flat Icon Designs,https://www.udemy.com/the-art-of-icon-design-create-custom-flat-icon-designs/,TRUE,90,778,2,24,All Levels,1.5 hours,2017-04-04T15:04:21Z,,,,,
1226182,Design Tickets and Vouchers in Photoshop and Illustrator,https://www.udemy.com/design-tickets-and-vouchers-in-photoshop-and-illustrator/,TRUE,45,502,0,15,Beginner Level,2.5 hours,2017-05-27T00:01:54Z,,,,,
978462,Blender Modelling Series - Volume Two,https://www.udemy.com/blender-modelling-series-volume-two-master-object-mode/,TRUE,100,1526,3,24,Beginner Level,2 hours,2016-10-12T20:22:14Z,,,,,
585566,Master Adobe Photoshop Lightroom CC - From Beginner to Advan,https://www.udemy.com/master-adobe-photoshop-lightroom-cc-from-beginner-to-advan/,TRUE,50,1468,190,141,Beginner Level,8 hours,2015-08-18T19:30:59Z,,,,,
805882,Design bestselling T-shirts from Beginner to Expert.,https://www.udemy.com/t-shirt-design-from-beginner-to-expert-using-photoshop/,TRUE,95,798,198,25,Beginner Level,40 mins,2016-04-06T20:48:07Z,,,,,
413180,Digital Painting for Cartoon Characters,https://www.udemy.com/digital-painting-for-cartoon-characters/,TRUE,30,2044,108,25,All Levels,4 hours,2015-02-05T18:05:18Z,,,,,
1027480,Create Animated Gif Advertising Banners in Photoshop CC,https://www.udemy.com/learn-how-to-create-animated-gif-advertising-banners-in-photoshop-cc/,TRUE,85,1310,9,20,All Levels,1 hour,2017-01-10T21:46:22Z,,,,,
951304,The Play-Doh Technique: Fun Hand-made Vectors In Illustrator,https://www.udemy.com/play-doh-technique/,TRUE,20,1145,42,20,All Levels,38 mins,2016-09-06T23:42:39Z,,,,,
1219814,Photo Manipulation: Master Photo Editing,https://www.udemy.com/photo-manipulation-master-photo-editing/,TRUE,75,326,6,43,All Levels,1 hour,2017-07-03T17:23:39Z,,,,,
518870,How to create flat design icons in 15 minutes in Illustrator,https://www.udemy.com/how-to-create-flat-design-interface-icons-in-illustrator/,TRUE,195,2228,96,51,All Levels,4.5 hours,2015-06-22T23:52:21Z,,,,,
935108,Adobe - Create a professional logo step-by-step (Beauty),https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-beauty/,TRUE,20,2420,27,21,All Levels,1.5 hours,2016-08-27T23:43:41Z,,,,,
53549,Essential Skills for Designers - Mastering the Pen Tool,https://www.udemy.com/pen-tool/,TRUE,45,387,24,24,All Levels,2 hours,2013-05-13T12:59:21Z,,,,,
907408,Morphing  with After Effect : Everything you need to know,https://www.udemy.com/adobe-after-effect-morph-anything/,TRUE,20,421,10,18,All Levels,1 hour,2016-07-21T14:08:04Z,,,,,
410974,Learn  After Effects and master 3d layers in after effects,https://www.udemy.com/the-basics-of-after-effects/,TRUE,20,987,2,29,All Levels,1.5 hours,2015-02-23T08:05:26Z,,,,,
1035402,Learn Adobe Illustrator CC - All Essentials In 1 Hour!,https://www.udemy.com/learn-adobe-illustrator-cc-all-essentials-in-1-hour/,TRUE,55,324,7,14,Beginner Level,1 hour,2017-03-01T00:56:31Z,,,,,
991416,History of Art and Design from XV to XXI century,https://www.udemy.com/history-of-design-abc/,TRUE,20,319,11,35,All Levels,2 hours,2016-10-24T15:44:34Z,,,,,
472592,App Design + Web Design + Photoshop = Combined Course,https://www.udemy.com/photoshop-superhero/,TRUE,115,1087,6,24,Beginner Level,2 hours,2015-04-27T21:32:04Z,,,,,
140368,Adobe Illustrator CC for beginners,https://www.udemy.com/illustrator-cc-real-world-projects-for-beginners/,TRUE,20,270,28,118,Beginner Level,8 hours,2014-12-17T14:01:35Z,,,,,
366194,Complete Portrait and Figure Drawing (step-by-step),https://www.udemy.com/complete-portrait-and-figure-drawing-step-by-step/,TRUE,20,124,8,16,All Levels,1.5 hours,2014-12-17T18:16:16Z,,,,,
939882,Adobe Illustrator: Learn Easy Logo Design.,https://www.udemy.com/logo-design-in-adobe-illustrator/,TRUE,20,371,5,26,All Levels,3.5 hours,2016-09-06T16:43:47Z,,,,,
631148,Create Beautiful Compelling Social Media Banners With Canva,https://www.udemy.com/stunning-images-for-social-media-with-canva/,TRUE,50,1098,3,34,Beginner Level,1.5 hours,2015-10-14T22:01:19Z,,,,,
885479,Become a Professional Logo Designer,https://www.udemy.com/become-a-professional-logo-designer-w/,TRUE,150,107,16,82,All Levels,8 hours,2016-06-28T19:02:59Z,,,,,
783438,Learn Photoshop Actions - Save time with repetitive tasks,https://www.udemy.com/photoshop-actions-increase-your-efficiency/,TRUE,25,507,2,7,Intermediate Level,37 mins,2016-03-08T22:05:33Z,,,,,
49553,Essential Skills for Designers - Masking,https://www.udemy.com/photoshop-masking/,TRUE,45,646,30,25,All Levels,2 hours,2013-05-11T17:38:32Z,,,,,
506164,Mastering Photoshop Elements 13 Made Easy Training Tutorial,https://www.udemy.com/mastering-photoshop-elements-13-made-easy-training-tutorial/,TRUE,20,1738,8,166,Beginner Level,10.5 hours,2015-05-22T20:50:12Z,,,,,
280194,"Become a Graphic Designer, and earn a living from it",https://www.udemy.com/become-a-graphic-designer-and-earn-a-living-from-it/,TRUE,35,2354,12,37,All Levels,3 hours,2014-09-17T13:20:56Z,,,,,
711210,Learn 2D Cell Shading in Photoshop,https://www.udemy.com/3dmotive-learn-2d-cell-shading-in-photoshop/,TRUE,20,238,25,8,Intermediate Level,1.5 hours,2016-03-14T16:25:09Z,,,,,
905244,Adobe Illustrator For Everyone: Create Detailed Vector Image,https://www.udemy.com/how-to-create-your-own-steampunk-vehicle-part-1/,TRUE,185,165,17,11,All Levels,1.5 hours,2016-08-09T14:07:47Z,,,,,
637066,Learn Digital Drawing in Photoshop,https://www.udemy.com/digital-drawing-in-photoshop/,TRUE,20,1080,15,13,All Levels,2 hours,2015-10-12T21:21:22Z,,,,,
785328,Quickly Batch Export & Package Logo Files for Clients,https://www.udemy.com/quickly-batch-export-package-logo-files-for-clients/,TRUE,20,489,10,5,Intermediate Level,41 mins,2017-05-01T22:06:06Z,,,,,
744696,Logo Design for Everybody,https://www.udemy.com/logo-design-for-everybody/,TRUE,30,706,10,24,Beginner Level,5.5 hours,2016-03-08T17:30:36Z,,,,,
220604,Pixelmator - Create Vector Graphics From Scratch,https://www.udemy.com/create-icons-and-shapes-from-scratch-using-pixelmator/,TRUE,20,507,42,36,All Levels,3 hours,2014-09-19T00:58:59Z,,,,,
699380,Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides-3/,TRUE,20,770,8,8,Intermediate Level,1 hour,2016-05-06T15:54:32Z,,,,,
787096,Most Wanted Flat Design Techniques #3: Office Space,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-office-space/,TRUE,95,1028,2,26,Intermediate Level,2 hours,2016-03-17T18:49:15Z,,,,,
793000,Flat Design - Create Beautiful Flat Graphics In Photoshop,https://www.udemy.com/flat-design-graphics-photoshop/,TRUE,20,545,13,23,All Levels,2 hours,2016-03-20T20:57:08Z,,,,,
803058,T-Shirt Design Workshop 01: Foundation,https://www.udemy.com/t-shirt-design-workshop-01-foundation/,TRUE,25,690,162,19,All Levels,1 hour,2016-03-25T20:50:23Z,,,,,
494058,Expert Guide : Mastering Shapes Creation with Illustrator,https://www.udemy.com/mastering-shapes-creation-in-illustrator/,TRUE,200,2911,17,35,All Levels,5 hours,2015-05-25T19:01:26Z,,,,,
1027080,Logo Portfolio in 1 Hour in Wordpress,https://www.udemy.com/logoportfolio/,TRUE,100,734,9,36,All Levels,1 hour,2016-12-06T22:13:44Z,,,,,
367460,Complete Digital Painting Training with Corel Painter,https://www.udemy.com/digital-portrait-painting/,TRUE,30,4353,23,57,All Levels,3.5 hours,2015-02-09T13:36:24Z,,,,,
1151342,How to Design Simple Promotional Materials in Photoshop,https://www.udemy.com/how-to-design-simple-promotional-materials-in-photoshop/,TRUE,55,521,5,23,Beginner Level,2.5 hours,2017-04-04T21:04:48Z,,,,,
395140,Design and Animate a Gamer UI,https://www.udemy.com/design-and-animate-a-gamer-ui/,TRUE,20,3481,37,6,All Levels,1.5 hours,2015-01-15T19:59:29Z,,,,,
866796,Learn Blender 3D - The materials and texture course,https://www.udemy.com/learn-blender-3d-the-materials-and-texture-course/,TRUE,200,711,48,105,All Levels,12.5 hours,2016-08-08T22:30:17Z,,,,,
857144,FACEBOOK COVERS IN POWERPOINT,https://www.udemy.com/design-facebook-covers-in-powerpoint/,TRUE,95,1123,31,13,Beginner Level,38 mins,2016-05-23T18:15:45Z,,,,,
611370,"Quote Images for Pinterest, Facebook, & Instagram",https://www.udemy.com/viral-images-pinterest-facebook-instagram/,FALSE,Free,12103,576,18,Beginner Level,1 hour,2015-09-24T19:47:45Z,,,,,
452092,Adobe Illustrator: Create a Quick & Easy Unique Illustration,https://www.udemy.com/create-quick-easy-original-illustrations-in-illustrator/,TRUE,95,1418,57,19,Beginner Level,1.5 hours,2015-03-22T23:59:21Z,,,,,
286424,Learn to Design a Logo in Adobe Illustrator,https://www.udemy.com/learn-to-design-a-logo-in-adobe-illustrator/,TRUE,20,3390,49,29,All Levels,4.5 hours,2014-08-23T23:17:22Z,,,,,
348116,Photoshop In-Depth: Master all of Photoshop's Tools Easily,https://www.udemy.com/photoshop-tools/,FALSE,Free,53851,1779,45,All Levels,4.5 hours,2014-11-30T04:22:11Z,,,,,
436568,Diseño de logo para principiantes,https://www.udemy.com/logo_para_principiantes/,TRUE,25,3,3,12,All Levels,40 mins,2015-03-23T17:37:40Z,,,,,
956002,After Effects - Alles rund um das Tracking,https://www.udemy.com/spannende-after-effects-techniken/,TRUE,20,1,0,6,Beginner Level,1.5 hours,2016-09-13T16:14:44Z,,,,,
185500,Introducción al retrato realista con Photoshop,https://www.udemy.com/introduccion-al-retrato-realista-con-photoshop/,TRUE,20,3,0,7,Beginner Level,1 hour,2014-04-15T21:38:52Z,,,,,
722176,Uso Básico de Adobe Photoshop,https://www.udemy.com/uso-basico-de-adobe-photoshop/,TRUE,20,1,0,27,Beginner Level,1 hour,2016-02-08T19:47:44Z,,,,,
197610,Técnicas Photoshop: Reformar Campo de golf,https://www.udemy.com/tecnicas-photoshop-reformar-campo-de-golf/,TRUE,40,2,0,34,All Levels,1.5 hours,2014-05-08T16:34:34Z,,,,,
672112,誰でもわかる Adobe Illustrator CS5,https://www.udemy.com/adobe-illustrator-cs5-k/,TRUE,20,1,0,13,Beginner Level,3.5 hours,2015-11-24T17:36:47Z,,,,,
672086,誰でもわかる Adobe Photoshop CS5,https://www.udemy.com/adobe-photoshop-cs5-k/,TRUE,20,1,0,14,Beginner Level,3.5 hours,2015-11-24T17:17:32Z,,,,,
185538,MicroStation - Niveles,https://www.udemy.com/microstation-niveles/,TRUE,20,2,0,7,Beginner Level,34 mins,2014-04-15T21:55:17Z,,,,,
188604,Crea personajes fantásticos con Photoshop,https://www.udemy.com/crea-personajes-fantasticos-con-photoshop/,TRUE,20,1,0,8,Beginner Level,1 hour,2014-04-04T21:27:35Z,,,,,
188584,Letras en Adobe Illustrator,https://www.udemy.com/letras-en-adobe-illustrator/,TRUE,40,0,0,13,Beginner Level,2.5 hours,2014-04-04T21:23:23Z,,,,,
181268,Photoshop: Creando elemental de aire,https://www.udemy.com/photoshop-creando-elemental-de-aire/,TRUE,20,0,0,5,Beginner Level,1 hour,2014-04-01T21:50:32Z,,,,,
185526,MicroStation - Células,https://www.udemy.com/microstation-celulas/,TRUE,20,0,0,9,Beginner Level,37 mins,2014-04-15T21:48:55Z,,,,,
